PB_Obj;PB_Longi;PB_Latid;PB_Link10;PB_Den10;PB_Pob10;PB_UHecta;PB_Upobla;PB_UMen18;PB_UPEA65;PB_UMay65;PB_Uinmig;PB_UPorInm;PB_RCHect;PB_UDenHo;PB_UHogar;PB_UDenNBIH;PB_UNBIH;PB_UPorNBIH;PB_UDenNBI;PB_UNBI;PB_UPorNBI;GN_AuUni;GN_AuTra;GN_AuT1;GN_AuT2;GN_AuT3;GN_AuT4;GN_AuT5;GN_AuT6;GN_AuT7;GN_AuT8;GN_AuT9;GN_Secto;GN_SecNo;GN_SecSu;GN_AuKm2;GN_DsAu;Log_DsAU;GN_Ds100;GN_DsAuI;GN_AuFra;GN_AuFra1;GN_AuFra2;GN_AuFra3;GN_AuFra4;GN_DsAve;GN_DsSub;GN_DsEVe;GN_DsAcc;GN_DenPC;GN_EVeAm;RU_Id;RU_NDbaM;RU_NDbaX;RU_DDbaM;RU_DDbaX;RU_IdAu;RU_Ds;RU_DsInv;RU_Accio;RU_Reloc;RU_Aisla;RU_Prote;BA_Id;BA_Ds;BA_DsInv;BA_TBAu;BA_CPasan;BA_CCorta;BA_TVia;BA_SentVi;BA_TrPub;BA_IdTra;BA_NomTra;BA_TraAl;BA_TraMe;BA_TraBa;QR_PrAmb;QR_EsPub;QR_Total;QR_DenHa
587;103116,2;99771,5;20072308;162,475;814;1,142;185,583;39,67;117,642;28,271;17,556;0,095;5,008;64,302;73,447;0,399;0,455;0,006;6,79;7,756;0,042;587;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,01142224;179,2518795;5,188791965;200;0,005578742;2;0;1;0;0;37,51916832;531,2762583;758,3828666;179,2518795;1;0;586;71,607237;76,607237;76,607237;81,607237;646;45;0,0222;Proteger;0;0;1;48;234,932261;0,004256546;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;7;7;7,07428
588;102135;99789;20072203;163,67;874;0,227;37,211;6,855;24,268;6,088;2,512;0,067;5,336;67,654;15,382;0,189;0,043;0,003;1,312;0,298;0,008;588;7;0;0;0;0;0;0;1;0;0;NORTE;1;0;0,00227356;27,84723795;3,326733786;100;0,035910204;2;0;1;0;0;144,2640783;198,0195376;161,1426318;587,4983803;0;0;587;71,19331;76,19331;76,19331;81,19331;587;0;0;Proteger;0;0;1;59;40,05486572;0,024965756;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;3;5;8;35,056968
589;100644,2;99754,9;20071109;358,909;987;1,345;482,651;70,417;306,608;105,626;43,052;0,089;2,745;133,351;179,326;0,733;0,986;0,005;0,733;0,986;0,002;589;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,01344773;618,5632892;6,427399514;700;0,001616649;3;0;0;1;0;64,60940278;535,4039958;77,49983139;618,5632892;1;0;588;71,607237;76,607237;76,607237;81,607237;318;542;0,0018;Aislar;0;1;0;70;640,6337137;0,001560954;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;2;14;16;14,792899
590;100242,8;99743,3;20071009;307,207;682;2,202;676,425;104,142;414,583;157,7;51,544;0,076;2,218;138,433;304,808;0;0;0;1,357;2,987;0,004;590;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,02201852;826,1510954;6,716777681;900;0,001210432;3;0;0;1;0;67,58989179;383,2422094;368,0331972;826,1510954;1;0;589;71,607237;76,607237;76,607237;81,607237;285;717;0,0014;Aislar;0;1;0;73;846,9875584;0,001180655;Calle cortada;0;1;Calle;Sencillo;0;0;Baja;0;0;1;1;34;35;110,410095
591;103870,4;99769;20052202;132,532;827;1,45;192,15;41,822;129,649;20,679;19,522;0,102;6,236;46,822;67,885;0,318;0,462;0,007;4,167;6,042;0,031;591;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,01449841;332,3001173;5,806038528;400;0,003009328;2;0;1;0;0;61,02404109;709,8075031;1164,987902;338,3518135;1;0;590;66,511331;71,511331;71,511331;76,511331;704;202;0,005;Proteger;0;0;1;43;348,5887218;0,00286871;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;5;5;5,177055
592;105294,5;99777,2;20040606;645,139;929;1,442;930,448;161,251;590,919;178,278;69,132;0,074;1,44;260,427;375,599;0,703;1,014;0,003;1,38;1,991;0,002;592;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,01442245;513,9084717;6,242045179;600;0,001945872;1;1;0;0;0;126,5126905;470,2365933;552,0287084;513,9084717;1;0;591;71,511331;76,511331;71,19331;76,19331;777;363;0,0028;Proteger;0;0;1;30;531,8774458;0,001880132;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;3;12;15;14,556041
593;102525,4;99771,1;20072206;160,676;903;1,75;281,166;51,999;180,594;48,573;16,195;0,058;5,619;64,955;113,665;0;0;0;1,065;1,864;0,007;593;7;0;0;0;0;0;0;1;0;0;SUR;0;1;0,01749891;113,9105493;4,735413485;200;0,008778818;2;0;1;0;0;243,7279391;408,4454889;194,8195863;244,3690671;0;0;592;71,607237;76,607237;76,607237;81,607237;651;60;0,0167;Proteger;0;0;1;53;141,002153;0,00709209;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;21;21;24,030209
594;104542,1;99787,9;20052005;178,416;901;0,968;172,682;38,906;111,352;22,424;18,391;0,106;5,046;65,799;63,684;1,388;1,344;0,021;5,349;5,178;0,03;594;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,00967864;432,2323902;6,068963384;500;0,00231357;1;1;0;0;0;34,93666341;664,133603;707,4990887;488,437044;1;0;593;71,511331;76,511331;76,511331;81,511331;740;315;0,0032;Proteger;0;0;1;37;440,0253928;0,002272596;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;3;3;3,269042
595;102158,7;99805,8;20072203;163,67;874;0,196;32,102;5,914;20,936;5,252;2,167;0,067;5,336;67,654;13,27;0,189;0,037;0,003;1,312;0,257;0,008;595;7;0;0;0;0;0;0;1;0;0;NORTE;1;0;0,00196139;27,2731855;3,305904003;100;0,036666051;2;0;1;0;0;147,4854136;221,2880489;142,2596502;560,3378701;0;0;594;71,19331;76,19331;76,19331;81,19331;594;0;0;Proteger;0;0;1;58;38,99879964;0,025641815;Calle pasante;1;0;Calle;Doble;0;0;Baja;0;0;1;1;4;5;23,820867
596;105966,7;99754,8;20040705;138,98;763;1,876;260,705;37,585;179,042;44,077;26,983;0,104;5,492;54,081;101,448;0,362;0,68;0,007;9,107;17,084;0,066;596;3;0;0;1;0;0;0;0;0;0;SUR;0;1;0,01875843;613,7156347;6,419531685;700;0,001629419;1;1;0;0;0;203,4253239;341,7440939;235,6325289;613,7156347;1;0;595;71,511331;76,511331;76,511331;81,511331;1961;478;0,0021;Proteger;0;0;1;25;678,8548382;0,001473069;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;13;13;7,561657
597;101376,7;99772,1;20072101;185,342;1138;1,22;226,202;37,767;141,327;47,109;20,471;0,091;6,137;69,087;84,318;0,491;0,599;0,007;1,955;2,386;0,011;597;8;0;0;0;0;0;0;0;1;0;NORTE;1;0;0,0122046;473,2253444;6,15957169;500;0,002113158;2;0;1;0;0;127,7935138;561,675549;351,3451207;733,2194946;0;0;596;71,511331;76,511331;76,511331;81,511331;1316;346;0,0029;Proteger;0;0;1;65;519,4367055;0,001925162;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;1;11;12;3,928759
598;103242,5;99791,2;20072307;149,002;821;1,099;163,713;31,307;105,088;27,319;13,752;0,084;5,505;56,853;62,466;0,364;0,4;0,006;1,455;1,599;0,01;598;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,01098733;220,9288063;5,397840506;300;0,004526345;2;0;1;0;0;45,9586947;470,2861979;881,2489243;259,8706583;1;0;597;71,511331;76,511331;76,511331;81,511331;646;79;0,0127;Proteger;0;0;1;47;235,3331775;0,004249295;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;9;35;44;43,179588
599;101020,9;99763,4;20071201;173,469;1020;1,971;341,883;55,64;218,537;67,706;25,128;0,073;5,874;71,844;141,594;0;0;0;0,172;0,34;0,001;599;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,01970858;545,2660178;6,301273782;600;0,001833967;3;0;0;1;0;60,99961754;579,6084332;308,3516454;572,5783455;1;0;598;71,511331;76,511331;76,511331;81,511331;364;415;0,0024;Proteger;0;0;1;69;553,6085579;0,00180633;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;0;17;17;18,484288
600;103987,2;99783,5;20052202;132,532;827;1,586;210,158;45,742;141,799;22,617;21,352;0,102;6,236;46,822;74,246;0,318;0,505;0,007;4,167;6,608;0,031;600;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,01585714;331,6366416;5,804039917;400;0,003015348;2;0;1;0;0;65,01242575;758,4273976;1084,07331;331,6366416;1;0;599;66,19331;71,19331;71,19331;76,19331;712;208;0,0048;Proteger;0;0;1;42;354,3714532;0,002821898;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;8;8;8,020854
601;102181,5;99821,1;20072203;163,67;874;0,192;31,477;5,798;20,529;5,15;2,125;0,067;5,336;67,654;13,011;0,189;0,036;0,003;1,312;0,252;0,008;601;7;0;0;0;0;0;0;1;0;0;NORTE;1;0;0,00192321;26,36864179;3,272175493;100;0,037923834;2;0;1;0;0;151,1165685;244,6703708;115,2112011;534,6926591;0;0;600;71,19331;76,19331;76,19331;81,19331;600;0;0;Proteger;0;0;1;57;38,84251653;0,025744985;Calle cortada;0;1;Calle;Sencillo;0;0;Baja;0;0;1;0;9;9;43,478261
602;106623,8;99795,7;20040712;63,443;866;0,722;45,79;9,359;30,773;5,658;8,141;0,178;13,644;19,935;14,388;1,098;0,793;0,055;4,691;3,386;0,074;602;3;0;0;1;0;0;0;0;0;0;SUR;0;1;0,00721746;795,3669085;6,678803528;800;0,001257281;1;1;0;0;0;31,76396392;887,2417147;200,0165606;795,3669085;3;0;601;76,607237;81,607237;81,607237;86,607237;890;650;0,0015;Aislar;0;1;0;20;819,8453192;0,001219742;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;2;56;58;62,473072
603;101715,6;99776,7;20072104;326,59;565;1,729;564,634;91,941;355,769;116,924;21,964;0,039;1,728;138,891;240,126;0;0;0;0;0;0;603;8;0;0;0;0;0;0;0;1;0;NORTE;1;0;0,01728881;263,9703503;5,575836787;300;0,003788304;2;0;1;0;0;124,6169181;223,4474813;130,428916;984,2826476;0;0;602;71,607237;76,607237;76,607237;81,607237;1316;125;0,008;Proteger;0;0;1;64;332,6131371;0,003006496;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;11;34;45;16,816772
604;105104,8;99789,8;20040603;150,2;751;1,061;159,403;37,569;101,882;19,952;17,837;0,112;4,997;57,034;60,528;1,802;1,913;0,032;7,603;8,068;0,051;604;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,01061269;485,6320487;6,185451236;500;0,002059172;1;1;0;0;0;31,05079921;641,6871105;514,3781785;510,7129074;1;0;603;71,511331;76,511331;76,607237;81,607237;777;344;0,0029;Proteger;0;0;1;31;492,58336;0,002030113;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;2;2;3,046923
605;104647,5;99778,2;20052006;167,857;846;1,091;183,091;35,493;116,65;30,948;24,241;0,132;5,038;57,169;62,357;0,995;1,085;0,017;3,773;4,116;0,022;605;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,01090757;459,0402211;6,129137834;500;0,002178458;1;1;0;0;0;74,25039939;706,3683452;647,1946242;569,6396738;1;0;604;66,511331;71,511331;71,511331;76,511331;740;396;0,0025;Proteger;0;0;1;36;467,2068374;0,00214038;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;6;6;6,50477
606;101143;99804,6;20072101;185,342;1138;1,093;202,515;33,812;126,527;42,176;18,328;0,091;6,137;69,087;75,489;0,491;0,536;0,007;1,955;2,136;0,011;606;8;0;0;0;0;0;0;0;1;0;NORTE;1;0;0,01092657;584,3627205;6,370521887;600;0,001711266;3;0;0;1;0;54,64587359;596,6526417;437,0559672;645,0839893;1;0;605;71,607237;76,607237;76,607237;81,607237;364;421;0,0024;Proteger;0;0;1;68;593,9845235;0,001683546;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;9;9;10,397412
607;104083,5;99796,2;20052203;172,802;629;0,966;166,972;31,058;111,226;24,687;18,851;0,113;3,636;71,508;69,095;0;0;0;4,126;3,987;0,024;607;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,00966261;332,8721028;5,807758341;400;0,003004157;2;0;1;0;0;66,10981988;701,7183115;1022,071249;332,8721028;1;0;606;66,19331;71,19331;71,19331;76,19331;722;209;0,0048;Proteger;0;0;1;41;357,168915;0,002799796;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;10;10;7,748935
608;103368;99804,2;20072307;149,002;821;1,424;212,169;40,573;136,192;35,405;17,822;0,084;5,505;56,853;80,955;0,364;0,518;0,006;1,455;2,072;0,01;608;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,01423938;226,4583996;5,422561262;300;0,004415822;2;0;1;0;0;53,54717265;445,7713427;1005,027646;369,5527978;3;0;607;76,607237;81,607237;81,607237;86,607237;718;173;0,0058;Aislar;0;1;0;46;242,3055902;0,00412702;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;1;22;23;24,442083
609;102681;99798,6;20072209;91,541;606;2,038;186,53;27,703;123,738;35,09;8,935;0,048;6,612;33,875;69,027;0;0;0;0,152;0,311;0,002;609;7;0;0;0;0;0;0;1;0;0;SUR;0;1;0,02037672;113,8322096;4,734725519;200;0,00878486;2;0;1;0;0;85,65280074;340,6935651;326,1327077;136,9741589;1;0;608;71,607237;76,607237;76,607237;81,607237;666;60;0,0167;Aislar;0;1;0;52;124,9911765;0,008000565;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;2;7;9;13,17716
610;104938,6;99827,6;20040601;148,704;1090;0,509;75,689;14,582;51,94;9,166;5,556;0,073;7,324;58,845;29,951;0,818;0,416;0,014;3,001;1,528;0,02;610;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,00508988;440,3715529;6,087618809;500;0,00227081;1;1;0;0;0;109,5208317;683,2475812;481,5414632;534,4253748;1;0;609;71,511331;76,511331;71,19331;76,19331;1945;376;0,0027;Proteger;0;0;1;33;447,7681822;0,002233298;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;8;8;14,995314
611;100743,3;99793,2;20071109;358,909;987;1,402;503,231;73,42;319,682;110,13;44,888;0,089;2,745;133,351;186,973;0,733;1,028;0,005;0,733;1,028;0,002;611;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,01402113;618,1593355;6,426746249;700;0,001617706;3;0;0;1;0;54,0451713;514,7604982;101,5181213;618,1593355;1;0;610;71,511331;76,511331;76,511331;81,511331;336;542;0,0018;Aislar;0;1;0;70;640,2972911;0,001561775;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;2;14;16;14,792899
612;102204,9;99835,2;20072203;163,67;874;0,2;32,69;6,022;21,319;5,349;2,207;0,068;5,336;67,654;13,513;0,189;0,038;0,003;1,312;0,262;0,008;612;7;0;0;0;0;0;0;1;0;0;NORTE;1;0;0,00199729;26,53619366;3,2785096;100;0,03768438;2;0;1;0;0;156,1078816;269,3765964;88,14584517;508,7775125;1;0;611;71,19331;76,19331;76,19331;81,19331;611;0;0;Proteger;0;0;1;56;37,89526244;0,026388523;Calle cortada;0;1;Calle;Sencillo;0;0;Baja;0;0;1;0;4;4;11,065007
613;104408,5;99818,9;20052005;178,416;901;0,899;160,4;36,139;103,432;20,829;17,083;0,107;5,046;65,799;59,155;1,388;1,248;0,021;5,349;4,809;0,03;613;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,00899025;379,8939652;5,939892175;400;0,002632313;2;0;1;0;0;32,71746051;613,8120367;784,9762534;386,0421915;3;0;612;71,511331;76,511331;76,511331;81,511331;740;224;0,0045;Proteger;0;0;1;38;389,3583002;0,002568328;Calle pasante;1;0;Avenida;Sencillo;1;2;Alta;1;0;0;0;5;5;4,956875
614;104147,1;99804,1;20052203;172,802;629;0,736;127,112;23,644;84,674;18,794;14,351;0,113;3,636;71,508;52,601;0;0;0;4,126;3,035;0,024;614;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,00735594;335,8587249;5,81669061;400;0,002977442;2;0;1;0;0;65,89682562;669,834957;984,6627562;335,8587249;1;0;613;71,511331;76,511331;76,511331;81,511331;722;209;0,0048;Proteger;0;0;1;40;361,4014948;0,002767006;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;6;18;24;19,434772
615;106096,8;99795,2;20040711;45,705;1277;1,854;84,724;28,728;50,423;5,573;10,082;0,119;27,925;7,592;14,073;0,323;0,598;0,043;1,182;2,191;0,026;615;3;0;0;1;0;0;0;0;0;0;SUR;0;1;0,01853719;627,8936165;6,442370752;700;0,001592626;1;1;0;0;0;67,64847228;426,5480435;115,7636333;627,8936165;1;0;614;71,511331;76,511331;76,607237;81,607237;1961;471;0,0021;Proteger;0;0;1;24;677,4459987;0,001476132;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;12;12;8,434666
616;104706,7;99798;20052006;167,857;846;0,721;121,034;23,463;77,113;20,458;16,025;0,132;5,038;57,169;41,222;0,995;0,717;0,017;3,773;2,721;0,022;616;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,00721053;447,9231549;6,104621688;500;0,002232526;1;1;0;0;0;72,08691458;713,1468104;597,3790368;603,0978819;1;0;615;66,607237;71,607237;71,607237;76,607237;1933;386;0,0026;Proteger;0;0;1;36;460,7606152;0,002170324;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;6;6;6,50477
617;100380,1;99794,6;20071010;274,118;932;1,741;477,283;79,889;290,876;106,518;29,687;0,062;3,397;97,72;170,146;0,293;0,51;0,003;6,186;10,77;0,023;617;9;0;0;0;0;0;0;0;0;1;NORTE;1;0;0,01741162;787,1370841;6,668402419;800;0,001270427;3;0;0;1;0;64,72394749;461,1576355;284,7043104;787,1370841;0;0;616;71,607237;76,607237;76,607237;81,607237;285;681;0,0015;Aislar;0;1;0;71;805,9620149;0,001240753;Calle cortada;0;1;Calle;Sencillo;0;0;Baja;0;0;1;0;31;31;38,229128
618;105007,4;99844,3;20040601;148,704;1090;0,534;79,398;15,297;54,486;9,615;5,828;0,073;7,324;58,845;31,419;0,818;0,437;0,014;3,001;1,602;0,02;618;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,00533936;424,4670974;6,050834494;500;0,002355895;1;1;0;0;0;113,3786276;669,5845116;456,6847745;488,2904529;0;0;617;71,511331;76,511331;71,19331;76,19331;777;331;0,003;Proteger;0;0;1;32;434,9174166;0,002299287;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;20;20;44,722719
619;101240,5;99831,6;20072101;185,342;1138;0,953;176,584;29,483;110,326;36,775;15,981;0,091;6,137;69,087;65,823;0,491;0,467;0,007;1,955;1,863;0,011;619;8;0;0;0;0;0;0;0;1;0;NORTE;1;0;0,00952749;606,3224825;6,407411994;700;0,001649287;3;0;0;1;0;45,14131787;623,1757396;486,1158388;709,1257432;1;0;618;71,607237;76,607237;76,607237;81,607237;364;447;0,0022;Proteger;0;0;1;67;624,4860581;0,001601317;Calle pasante;1;0;Calle;Doble;1;1;Media;0;1;0;5;57;62;64,576607
620;105169,2;99757,8;20040603;150,2;751;1,564;234,928;55,369;150,154;29,405;26,288;0,112;4,997;57,034;89,206;1,802;2,819;0,032;7,603;11,891;0,051;620;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,01564102;524,8948379;6,263197934;600;0,001905144;1;1;0;0;0;39,32123754;592,3608684;552,3967126;533,9332663;1;0;619;71,511331;76,511331;76,511331;81,511331;777;368;0,0027;Proteger;0;0;1;31;535,5183766;0,00186735;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;2;2;3,046923
621;105427,9;99815,4;20040608;170,055;920;1,951;331,787;85,471;211,695;34,621;39,317;0,119;5,403;58,675;114,479;2,224;4,339;0,038;9,811;19,141;0,058;621;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,01951053;490,1388547;6,194688728;500;0,002040238;1;1;0;0;0;207,4295562;334,7303413;561,7829947;490,1388547;1;0;620;71,511331;76,511331;71,19331;76,19331;1923;342;0,0029;Proteger;0;0;1;29;517,4114333;0,001932698;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;12;12;9,166603
622;104233,1;99816,8;20052204;167,742;936;1,567;262,885;52,24;171,606;39,039;21,898;0,083;5,575;64,928;101,755;0,357;0,56;0,006;1,253;1,964;0,007;622;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,015672;337,879969;5,822690711;400;0,002959631;2;0;1;0;0;65,69169779;632,6250059;927,9197409;337,879969;1;0;621;71,19331;76,19331;76,19331;81,19331;734;206;0,0049;Proteger;0;0;1;39;361,4618935;0,002766543;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;21;21;20,019066
623;106732;99814,8;20012905;207,752;804;1,881;390,713;103,996;241,523;45,195;59,271;0,152;3,868;79,108;148,777;4,652;8,748;0,059;29,468;55,419;0,142;623;2;0;1;0;0;0;0;0;0;0;SUR;0;1;0,0188067;804,5569981;6,690291813;900;0,00124292;1;1;0;0;0;77,70558648;856,850406;247,0328404;804,5569981;1;0;622;76,607237;81,607237;81,63713;86,63713;890;645;0,0016;Aislar;0;1;0;19;821,1493797;0,001217805;Calle pasante;1;0;Avenida;Sencillo;1;2;Alta;1;0;0;3;8;11;10,431484
624;103488,1;99822,4;20052111;155,257;694;1,36;211,153;41,683;132,351;37,119;15,815;0,075;4,464;54,879;74,636;0,225;0,306;0,004;2,014;2,739;0,013;624;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,01360017;226,0390152;5,420707618;300;0,004424015;2;0;1;0;0;57,24541865;449,5129885;1123,66865;476,4107047;3;0;623;71,607237;76,607237;76,607237;81,607237;1332;175;0,0057;Aislar;0;1;0;45;240,0171635;0,004166369;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;15;15;15,72327
625;104317,7;99826,6;20052204;167,742;936;0,705;118,262;23,501;77,199;17,562;9,851;0,083;5,575;64,928;45,776;0,357;0,252;0,006;1,253;0,883;0,007;625;5;0;0;0;0;1;0;0;0;0;SUR;0;1;0,00705022;343,8687209;5,840259959;400;0,002908087;2;0;1;0;0;26,29455217;608,6843945;852,3548288;343,8687209;5;0;624;71,19331;76,19331;76,19331;81,19331;740;204;0,0049;Proteger;0;0;1;39;366,0559419;0,002731823;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;0;21;21;20,019066
626;102833,3;99827,1;20072301;118,958;822;1,645;195,664;36,657;125,92;33,087;15,947;0,081;6,902;43,901;72,209;0,29;0,477;0,007;2,028;3,336;0,017;626;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,01644814;101,3253657;4,618336782;200;0,009869197;2;0;1;0;0;69,28537629;337,3901684;470,6237857;101,3253657;1;0;625;71,607237;76,607237;76,607237;81,607237;680;59;0,0169;Relocalizar;1;0;0;50;138,391395;0,007225883;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;10;10;7,222302
627;105552,2;99832,8;20040608;170,055;920;1,354;230,2;59,302;146,878;24,021;27,279;0,118;5,403;58,675;79,428;2,224;3,01;0,038;9,811;13,28;0,058;627;4;0;0;0;1;0;0;0;0;0;SUR;0;1;0,01353678;491,5052032;6,197472526;500;0,002034566;1;1;0;0;0;183,6668609;224,3384425;605,0146224;491,5052032;1;0;626;71,511331;76,511331;71,511331;76,511331;1929;343;0,0029;Proteger;0;0;1;28;515,4711351;0,001939973;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;1;7;8;6,478782
628;102019,5;99815,6;20072203;163,67;874;1,349;220,759;40,666;143,973;36,12;14,901;0,067;5,336;67,654;91,252;0,189;0,256;0,003;1,312;1,77;0,008;628;7;0;0;0;0;0;0;1;0;0;NORTE;1;0;0,01348804;119,630176;4,784405117;200;0,008359095;2;0;1;0;0;47,76830111;82,92725269;78,38794047;694,6037052;1;0;627;71,511331;76,511331;76,511331;81,511331;562;48;0,0208;Proteger;0;0;1;62;127,5071562;0,007842697;Calle cortada;0;1;Calle;Sencillo;0;0;Baja;0;0;1;0;18;18;87,506077
629;101340,8;99859,5;20072101;185,342;1138;0,746;138,221;23,077;86,358;28,786;12,509;0,091;6,137;69,087;51,523;0,491;0,366;0,007;1,955;1,458;0,011;629;8;0;0;0;0;0;0;0;1;0;NORTE;1;0;0,0074576;563,6194811;6,334379345;600;0,001774247;3;0;0;1;0;35,36761352;599,285849;440,5929614;783,3595324;3;0;628;71,511331;76,511331;76,511331;81,511331;1316;435;0,0023;Proteger;0;0;1;65;613,5208195;0,001629937;Calle pasante;1;0;Avenida;Doble;1;2;Alta;1;0;0;1;11;12;3,928759
630;106860;99831,4;20012904;237,829;723;1,522;361,995;83,614;236,824;41,557;67,078;0,185;3,035;89,608;136,391;2,634;4,01;0,029;23,388;35,598;0,098;630;2;0;1;0;0;0;0;0;0;0;SUR;0;1;0,01522083;795,3292179;6,67875614;800;0,001257341;1;1;0;0;0;206,7743606;735,0161762;323,276885;795,3292179;1;0;629;76,649512;81,649512;76,607237;81,607237;899;641;0,0016;Proteger;0;0;1;18;822,5702839;0,001215702;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;2;16;18;11,039558
631;101839,6;99824,5;20072103;316,502;959;1,467;464,276;76,492;315,165;72,619;25,674;0,055;3,026;143,078;209,881;0,987;1,448;0,007;11,232;16,476;0,035;631;8;0;0;0;0;0;0;0;1;0;NORTE;1;0;0,01466898;227,7130731;5,428086385;300;0,004391491;2;0;1;0;0;78,15684994;100,1275396;83,85777836;870,9797092;1;0;630;71,511331;76,511331;76,511331;81,511331;1316;78;0,0128;Proteger;0;0;1;64;247,023052;0,004048205;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;11;34;45;16,816772
632;101909,1;99837,7;20072103;316,502;959;0,215;68,2;11,236;46,296;10,667;3,771;0,055;3,026;143,078;30,83;0,987;0,213;0,007;11,232;2,42;0,035;632;8;0;0;0;0;0;0;0;1;0;NORTE;1;0;0,00215479;199,3216899;5,294920052;200;0,005017015;2;0;1;0;0;41,98442029;44,63810294;49,77787138;800,3670899;1;1;631;71,19331;76,19331;76,19331;81,19331;1316;42;0,0238;Proteger;0;0;1;64;209,3727205;0,004776171;Calle pasante;1;0;Calle;Sencillo;1;1;Media;0;1;0;11;34;45;16,816772
633;102933,4;99846,6;20072301;118,958;822;0,783;93,145;17,45;59,944;15,751;7,591;0,081;6,902;43,901;34,375;0,29;0,227;0,007;2,028;1,588;0,017;633;6;0;0;0;0;0;1;0;0;0;SUR;0;1;0,00783005;99,21481375;4,597287335;100;0,01007914;2;0;1;0;0;171,2726048;371,5609204;568,552993;99,21481375;0;0;632;71,607237;76,607237;76,607237;81,607237;632;0;0;Proteger;0;0;1;50;125,3877463;0,007975261;Calle pasante;1;0;Calle;Sencillo;0;0;Baja;0;0;1;0;10;10;7,222302
