PB_Obj;PB_Longi;PB_Latid;PB_Link10;PB_Den10;PB_Pob10;PB_UHecta;PB_Upobla;PB_UMen18;PB_UPEA65;PB_UMay65;PB_Uinmig;PB_RCHect;PB_UDenHo;PB_UHogar;PB_UDenNBIH;PB_UNBIH;PB_UDenNBI;PB_UNBI;GN_AuUni;GN_AuTra;GN_AuT1;GN_AuT2;GN_AuT3;GN_AuT4;GN_AuT5;GN_AuT6;GN_AuT7;GN_AuT8;GN_AuT9;GN_Secto;GN_SecNo;GN_SecSu;GN_AuKm2;GN_DsAu;GN_Ds100;GN_DsAuI;GN_AuFra;GN_AuFra1;GN_AuFra2;GN_AuFra3;GN_AuFra4;GN_DsAve;GN_DsSub;GN_DsEVe;GN_DsAcc;GN_DenPC;GN_EVeAm;RU_Id;RU_NDbaM;RU_NDbaX;RU_DDbaM;RU_DDbaX;RU_IdAu;RU_Ds;RU_DsInv;RU_Accio;RU_Reloc;RU_Aisla;RU_Prote;BA_Id;BA_Ds;BA_DsInv;BA_TBAu;BA_CPasan;BA_CCorta;BA_TVia;BA_SentVi;BA_TrPub;BA_IdTra;BA_NomTra;BA_TraAl;BA_TraMe;BA_TraBa;QR_PrAmb;QR_EsPub;QR_Total;QR_DenHa;RS_ResM2;RS_ComM2;RS_SAcM2;RS_AutM2;RS_OtrM2;RS_TotM2;RS_Mix;RS_ResCou;RS_ComCou;RS_SAcCou;RS_AutCou;RS_OtrCou;RS_TotCou;USM2_16;USM2_17;USM2_18;USM2_Tot;DL_2016;DL_2017;DL_2018;DL_HurPer;DL_HurAut;DL_RobPer;DL_Total;DL_Pr2016;DL_Pr2017;DL_Pr2018;DL_PrHurPer;DL_PrHurAut;DL_PrRobPer;DL_PrTotal
798;101879,2;100325,0;20061506,000;174,946;803,000;0,721;126,195;26,559;80,934;18,701;8,329;4,590;61,654;44,473;0,000;0,000;0,654;0,471;847;7;0;0;0;0;0;0;1;0;0;NORTE;1;0;0,00721337;613,79900068900;700,000;0,00162919783;3;0;0;1;0;41,69779316100;524,96854719800;533,94806535700;909,85165768200;1,00000000000;0;797,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;1316,00000000000;520;0,0019;Proteger;0;0;1;57,00000000000;623,92364781900;0,00160276022;Calle cortada;0;1;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;9,000000;9,000000;43,478261;7134;0;0;774;300;8208;13,7;21;0;0;8;1;30;1964,29;2275,86;2431,967778;2375,26;2;6;4;1;0;11;12;0,015848531;0,047545594;0,031697063;0,007924266;0;0,087166923;0,095091188
799;101540,9;100282,4;20061406,000;242,887;1161,000;1,989;483,219;93,231;323,811;66,177;41,219;4,773;101,401;201,736;0,000;0,000;2,728;5,427;848;8;0;0;0;0;0;0;0;1;0;NORTE;1;0;0,01989480;773,83727634100;800,000;0,00129226135;3;0;0;1;0;69,39063049550;405,53904880400;625,60268274700;1211,88165094000;1,00000000000;0;798,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;1316,00000000000;619;0,0016;Proteger;0;0;1;64,00000000000;786,24943122100;0,00127186102;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;11,000000;34,000000;45,000000;16,816772;27992;1781;0;4166;3779;37717;40,5;37;24;0;24;5;90;0;2343,75;2866,41125;2835,666471;18;3;18;7;2;30;39;0,037250193;0,006208366;0,037250193;0,014486186;0,00413891;0,062083655;0,080708752
800;103395,9;100313,9;20051811,000;294,262;718,000;1,195;351,786;54,875;213,129;83,782;19,102;2,438;129,198;154,455;1,227;1,467;2,455;2,935;849;5;0;0;0;0;1;0;0;0;0;NORTE;1;0;0,01195484;255,72960504500;300,000;0,00391038026;3;0;0;1;0;53,80514173800;80,20930495590;998,36845130500;486,34662949700;3,00000000000;0;799,00000000000;76,63713000000;81,63713000000;81,63713000000;86,63713000000;767,00000000000;142;0,0070;Proteger;0;0;1;46,00000000000;268,33061824100;0,00372674578;Calle pasante;1;0;Avenida;Doble;1;2,000000;Alta;1,000000;0,000000;0,000000;1,000000;22,000000;23,000000;24,442083;22333;2571;385;1787;1360;28435;30,7;23;24;1;13;4;65;2198,28;1926,11;2328,7325;2195,46375;14;28;19;9;3;49;61;0,039796934;0,079593867;0,054010124;0,025583743;0,008527914;0,139289267;0,173400925
801;102624,1;100321,6;20061611,000;284,887;886,000;0,911;259,665;43,668;179,069;36,927;21,682;3,112;125,322;114,227;0,639;0,583;1,930;1,759;850;7;0;0;0;0;0;0;1;0;0;NORTE;1;0;0,00911464;389,88632281200;400,000;0,00256485017;3;0;0;1;0;43,98272499270;199,58191903400;483,15564345600;389,88632281200;1,00000000000;0;800,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;752,00000000000;268;0,0037;Proteger;0;0;1;52,00000000000;402,14995979000;0,00248663459;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;2,000000;7,000000;9,000000;13,177160;12104;695;198;1944;712;15648;20,4;21;9;1;15;3;49;0;1986,67;2859,55;2714,07;11;13;8;3;4;25;32;0,042362311;0,05006455;0,030808954;0,011553358;0,015404477;0,09627798;0,123235814
802;104027,8;100291,5;20052104,000;244,385;914,000;2,099;512,914;100,450;349,051;63,413;51,650;3,738;98,994;207,767;2,138;4,488;9,899;20,777;851;5;0;0;0;0;1;0;0;0;0;NORTE;1;0;0,02098793;119,23605350700;200,000;0,00838672508;2;0;1;0;0;78,71912888330;379,54168425700;688,41620306000;119,23605350700;1,00000000000;0;801,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;775,00000000000;78;0,0128;Proteger;0;0;1;40,00000000000;157,12834621700;0,00636422405;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;6,000000;18,000000;24,000000;19,434772;18444;1384;1258;3326;1406;25816;32,6;41;8;7;17;5;78;0;1990,718889;2255,000714;2151,586087;12;10;19;6;5;30;41;0,02339575;0,019496459;0,037043271;0,011697875;0,009748229;0,058489376;0,079935481
803;101958,9;100337,5;20061506,000;174,946;803,000;0,640;111,991;23,570;71,825;16,596;7,391;4,590;61,654;39,468;0,000;0,000;0,654;0,418;852;7;0;0;0;0;0;0;1;0;0;NORTE;1;0;0,00640146;584,41924822500;600,000;0,00171110038;3;0;0;1;0;42,33993910080;534,71516700700;544,15756338000;844,22795865600;1,00000000000;0;802,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;633,00000000000;519;0,0019;Aislar;0;1;0;56,00000000000;593,44186446700;0,00168508503;Calle cortada;0;1;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;4,000000;4,000000;11,065007;5245;0;0;914;440;6599;13,2;20;0;0;9;1;30;1964,29;2275,86;2431,967778;2375,26;10;0;3;4;0;9;13;0,089293197;0;0,026787959;0,035717279;0;0,080363877;0,116081156
804;103517,0;100328,4;20051811,000;294,262;718,000;1,246;366,768;57,212;222,206;87,350;19,915;2,438;129,198;161,033;1,227;1,530;2,455;3,060;853;5;0;0;0;0;1;0;0;0;0;NORTE;1;0;0,01246397;251,99936934200;300,000;0,00396826390;3;0;0;1;0;47,07917008900;186,47585395500;1052,60112948000;398,14057485500;1,00000000000;0;803,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;767,00000000000;123;0,0081;Proteger;0;0;1;45,00000000000;266,88662927000;0,00374690933;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;15,000000;15,000000;15,723270;16505;3356;208;1851;985;22901;21,9;24;8;2;12;5;51;2198,28;1926,11;2328,7325;2195,46375;30;43;23;26;7;63;96;0,081795636;0,117240411;0,062709987;0,070889551;0,019085648;0,171770835;0,261746034
805;105235,3;100341,8;20032705,000;161,698;781,000;0,888;143,534;25,730;97,405;20,400;16,535;4,826;65,688;58,310;0,624;0,554;5,800;5,149;854;4;0;0;0;1;0;0;0;0;0;NORTE;1;0;0,00887671;21,29809385140;100,000;0,04695255862;2;0;1;0;0;208,00516905700;337,08978660800;65,43014056080;21,29809385140;1,00000000000;1;804,00000000000;71,63713000000;76,63713000000;76,63713000000;81,63713000000;804,00000000000;0;0,0000;Proteger;0;0;1;29,00000000000;68,38953290040;0,01462212063;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;12,000000;12,000000;9,166603;5178;0;0;421;1291;6888;8,7;11;0;3;3;6;23;0;0;2266,666667;2266,666667;4;0;4;2;1;5;8;0,027867881;0;0,027867881;0,013933941;0,00696697;0,034834851;0,055735762
806;105987,7;100310,6;20032309,000;231,429;972,000;2,059;476,580;113,261;293,204;70,114;92,170;4,202;81,389;167,604;1,668;3,436;9,995;20,582;855;3;0;0;1;0;0;0;0;0;0;SUR;0;1;0,02059294;127,09241498100;200,000;0,00786829017;2;0;1;0;0;200,32315968500;380,68946945000;230,40927014400;127,09241498100;1,00000000000;0;805,00000000000;66,19331000000;71,19331000000;76,51133100000;81,51133100000;869,00000000000;67;0,0149;Aislar;0;1;0;24,00000000000;161,37350162700;0,00619680425;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;12,000000;12,000000;8,434666;12826;1044;1360;3266;3090;21585;27,2;34;4;8;11;11;68;0;1808,9;2102,945;1906,915;11;9;8;3;1;24;28;0,02308114;0,018884569;0,016786284;0,006294856;0,002098285;0,050358851;0,058751993
807;103273,8;100310,3;20062111,000;173,196;1008,000;1,860;322,106;59,117;208,027;54,963;25,897;5,813;66,569;123,804;0,173;0,322;0,173;0,322;856;6;0;0;0;0;0;1;0;0;0;NORTE;1;0;0,01859781;270,51840672900;300,000;0,00369660613;3;0;0;1;0;65,08710645400;95,93748820680;946,16079551600;389,49317817300;1,00000000000;0;806,00000000000;76,63713000000;81,63713000000;81,63713000000;86,63713000000;762,00000000000;214;0,0047;Proteger;0;0;1;47,00000000000;284,74776528000;0,00351188006;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;9,000000;35,000000;44,000000;43,179588;0;0;0;5034;15103;20137;1,4;0;0;0;2;4;6;4539,47;0;2931,28;3109,967778;46;40;49;38;3;94;135;0,142809992;0,124182601;0,152123687;0,117973471;0,009313695;0,291829113;0,41911628
808;102735,2;100337,0;20062109,000;137,291;740,000;1,336;183,387;34,447;128,371;20,569;12,892;5,389;54,552;72,868;0,185;0,248;0,742;0,991;857;6;0;0;0;0;0;1;0;0;0;NORTE;1;0;0,01335748;376,81252609600;400,000;0,00265383959;3;0;0;1;0;48,37632486500;200,97254311700;563,15811217100;376,81252609600;1,00000000000;0;807,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;752,00000000000;204;0,0049;Proteger;0;0;1;51,00000000000;402,18712136600;0,00248640483;Calle pasante;1;0;Avenida;Doble;1;2,000000;Alta;1,000000;0,000000;0,000000;0,000000;17,000000;17,000000;16,745469;17298;3242;353;2507;1981;25378;27,4;30;10;3;19;5;67;0;2854,165;2678,0825;2707,429583;10;9;10;5;4;20;29;0,054529612;0,04907665;0,054529612;0,027264806;0,021811845;0,109059223;0,158135873
809;102043,3;100349,2;20061602,000;247,445;678,000;0,777;192,306;34,320;124,517;33,469;12,769;2,743;103,553;80,478;0,000;0,000;0,725;0,563;858;7;0;0;0;0;0;0;1;0;0;NORTE;1;0;0,00777166;556,54418971100;600,000;0,00179680252;3;0;0;1;0;41,32803878980;556,08066279400;518,11949106700;776,93485534200;1,00000000000;0;808,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;633,00000000000;487;0,0021;Aislar;0;1;0;55,00000000000;566,93825962000;0,00176386050;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;4,000000;4,000000;4,952334;7419;177;0;1323;0;8919;15,7;23;1;0;13;0;37;2363,64;0;3167,81;2899,753333;2;0;11;2;0;11;13;0,010400088;0;0,057200486;0,010400088;0;0,057200486;0,067600574
810;108063,9;100305,0;20012609,000;279,924;739,000;1,556;435,561;61,297;295,285;78,978;56,579;2,643;119,582;186,068;1,889;2,940;9,842;15,313;859;1;1;0;0;0;0;0;0;0;0;SUR;0;1;0,01555994;374,01173015700;400,000;0,00267371293;1;1;0;0;0;67,31594211100;570,70853870800;318,66398015500;431,50537612300;1,00000000000;0;809,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;1708,00000000000;306;0,0033;Aislar;0;1;0;8,00000000000;396,38354118300;0,00252280909;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;1,000000;13,000000;14,000000;13,223765;34492;9920;188;4327;4038;52965;19,5;19;8;1;12;7;47;1980,37;1777,78;2009,578333;1977,492105;13;20;18;20;2;29;51;0,029846599;0,045917845;0,041326061;0,045917845;0,004591785;0,066580876;0,117090505
811;104143,8;100311,1;20052104,000;244,385;914,000;1,641;401,119;78,556;272,971;49,591;40,393;3,738;98,994;162,482;2,138;3,510;9,899;16,248;860;5;0;0;0;0;1;0;0;0;0;NORTE;1;0;0,01641340;118,72826259100;200,000;0,00842259440;2;0;1;0;0;79,71576670610;265,69284278200;583,75525939900;118,72826259100;1,00000000000;0;810,00000000000;71,19331000000;76,19331000000;76,19331000000;81,19331000000;784,00000000000;81;0,0123;Proteger;0;0;1;40,00000000000;148,41468758000;0,00673787761;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;6,000000;18,000000;24,000000;19,434772;28180;1099;441;1545;779;32042;31,6;37;11;3;10;6;67;0;1990,718889;2255,000714;2151,586087;10;11;15;10;5;21;36;0,024930259;0,027423284;0,037395388;0,024930259;0,012465129;0,052353543;0,089748931
812;106134,9;100331,4;20032310,000;286,027;1044,000;1,903;544,318;130,865;351,930;61,523;68,312;3,648;108,816;207,079;3,558;6,771;15,071;28,680;861;3;0;0;1;0;0;0;0;0;0;SUR;0;1;0,01903026;159,70254555000;200,000;0,00626164096;2;0;1;0;0;189,87861784100;355,33683081700;203,52409706100;159,70254555000;1,00000000000;0;811,00000000000;66,19331000000;71,19331000000;76,51133100000;81,51133100000;875,00000000000;67;0,0149;Proteger;0;0;1;23,00000000000;179,11810955500;0,00558290841;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;6,000000;31,000000;37,000000;27,076473;10239;1072;1614;3005;3344;19271;28,3;36;5;9;13;8;71;0;0;2271,573333;2271,573333;6;1;7;3;1;10;14;0,011022976;0,001837163;0,012860139;0,005511488;0,001837163;0,018371627;0,025720277
813;105361,9;100360,8;20032705,000;161,698;781,000;0,988;159,692;28,626;108,369;22,696;18,396;4,826;65,688;64,873;0,624;0,616;5,800;5,728;862;4;0;0;0;1;0;0;0;0;0;NORTE;1;0;0,00987593;13,61905899540;100,000;0,07342651209;2;0;1;0;0;169,16909165300;293,83605895900;193,13270067400;13,61905899540;1,00000000000;0;812,00000000000;71,63713000000;76,63713000000;76,63713000000;81,63713000000;812,00000000000;0;0,0000;Proteger;0;0;1;29,00000000000;77,11486753270;0,01296766800;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;12,000000;12,000000;9,166603;855;178;0;161;9472;10666;3,5;3;1;0;2;3;9;0;0;2266,666667;2266,666667;3;4;3;2;1;7;10;0,018786213;0,025048284;0,018786213;0,012524142;0,006262071;0,043834496;0,062620709
814;101635,3;100318,7;20061406,000;242,887;1161,000;0,997;242,096;46,709;162,231;33,155;20,651;4,773;101,401;101,071;0,000;0,000;2,728;2,719;863;8;0;0;0;0;0;0;0;1;0;NORTE;1;0;0,00996741;751,41946149500;800,000;0,00133081461;3;0;0;1;0;84,48511214950;431,48556784600;603,19268136500;1133,35378290000;1,00000000000;0;813,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;1316,00000000000;594;0,0017;Proteger;0;0;1;63,00000000000;760,38365229600;0,00131512559;Calle pasante;1;0;Calle;Doble;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;2,000000;2,000000;6,594131;14095;559;0;1732;4447;20834;19,4;24;4;1;17;3;49;0;2343,75;2866,41125;2835,666471;3;11;3;3;0;14;17;0,012391804;0,045436614;0,012391804;0,012391804;0;0,057828418;0,070220222
815;108154,4;100342,8;20012609,000;279,924;739,000;1,084;303,561;42,720;205,797;55,044;39,433;2,643;119,582;129,679;1,889;2,049;9,842;10,673;864;1;1;0;0;0;0;0;0;0;0;SUR;0;1;0,01084440;353,95065972300;400,000;0,00282525254;1;1;0;0;0;71,73112751430;667,52031969400;315,10732258800;401,63856675600;1,00000000000;0;814,00000000000;76,60723700000;81,60723700000;76,51133100000;81,51133100000;1371,00000000000;316;0,0032;Proteger;0;0;1;7,00000000000;366,93872103600;0,00272525068;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;3,000000;3,000000;2,945219;11589;3055;342;1068;2068;18119;20,2;19;10;2;7;7;45;1980,37;1777,78;2009,578333;1977,492105;6;16;6;5;3;20;28;0,019765383;0,052707687;0,019765383;0,016471152;0,009882691;0,065884609;0,092238453
816;102868,1;100357,2;20062108,000;195,680;1223,000;1,180;230,931;45,506;157,667;27,757;18,682;6,247;74,434;87,843;0,164;0,193;4,161;4,910;865;6;0;0;0;0;0;1;0;0;0;NORTE;1;0;0,01180146;343,80880745000;400,000;0,00290859332;3;0;0;1;0;45,04752762050;273,59973949000;672,24166785400;343,80880745000;3,00000000000;0;815,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;752,00000000000;187;0,0053;Proteger;0;0;1;49,00000000000;398,11615635200;0,00251182974;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;50,000000;50,000000;30,915724;12867;1057;547;2454;633;17555;24,1;30;7;4;16;1;58;0;0;3213,750128;3213,750128;9;21;11;14;2;25;41;0,038972693;0,090936284;0,047633292;0,060624189;0,008660598;0,108257481;0,177542269
817;104946,2;100363,6;20032604,000;215,417;517,000;0,229;49,397;7,930;32,103;9,364;2,771;2,400;94,569;21,686;0,832;0,191;1,248;0,286;866;4;0;0;0;1;0;0;0;0;0;NORTE;1;0;0,00229311;77,73590904550;100,000;0,01286406774;2;0;1;0;0;145,71746266300;147,24302895500;63,05516058990;261,02192869300;3,00000000000;1;816,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;816,00000000000;0;0,0000;Proteger;0;0;1;33,00000000000;89,41146171050;0,01118424843;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;8,000000;8,000000;14,995314;1970;0;0;130;620;2720;5,3;8;0;0;2;1;11;0;0;2122,095;2122,095;7;3;1;2;1;8;11;0,141708116;0,06073205;0,020244017;0,040488033;0,020244017;0,161952132;0,222684182
818;108257,5;100343,4;20012510,000;165,749;542,000;1,698;281,440;50,888;186,415;44,137;26,990;3,271;69,396;117,834;1,221;2,074;3,671;6,233;867;1;1;0;0;0;0;0;0;0;0;SUR;0;1;0,01697988;363,79157235500;400,000;0,00274882673;1;1;0;0;0;69,05112074530;768,02214551100;212,24321525700;386,99768541200;1,00000000000;0;817,00000000000;76,51133100000;81,51133100000;76,19331000000;81,19331000000;1372,00000000000;326;0,0031;Proteger;0;0;1;7,00000000000;374,63168799300;0,00266928835;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;3,000000;3,000000;2,945219;8565;1004;1604;4784;4261;20210;16,7;17;6;9;8;7;47;3171,81;2629,611905;2635,057941;2651,884912;23;5;15;8;1;34;43;0,081722522;0,017765766;0,053297297;0,028425225;0,003553153;0,120807207;0,152785585
819;106256,5;100346,4;20032208,000;202,391;931,000;1,385;280,298;55,999;176,127;48,171;32,823;4,595;81,616;113,033;0,873;1,209;5,444;7,539;868;3;0;0;1;0;0;0;0;0;0;SUR;0;1;0,01384931;169,04096135300;200,000;0,00591572594;2;0;1;0;0;179,17601954700;381,63487666300;192,65592385200;169,04096135300;1,00000000000;0;818,00000000000;66,19331000000;71,19331000000;71,19331000000;76,19331000000;888,00000000000;67;0,0149;Proteger;0;0;1;22,00000000000;192,27093373900;0,00520099414;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;1,000000;20,000000;21,000000;17,495626;8323;299;450;2245;5357;16670;24,5;32;2;4;14;9;61;1581,08;1731,878;1706,16;1706,661429;6;13;6;4;2;19;25;0,021405794;0,046379221;0,021405794;0,014270529;0,007135265;0,067785015;0,089190809
820;105476,5;100378,6;20032704,000;69,384;834,000;0,695;48,230;9,253;31,633;7,344;7,750;12,014;26,054;18,110;0,831;0,578;2,496;1,735;869;4;0;0;0;1;0;0;0;0;0;NORTE;1;0;0,00695107;13,76157189630;100,000;0,07266611747;2;0;1;0;0;162,82231071000;227,07136718700;308,67662502000;13,76157189630;1,00000000000;0;819,00000000000;71,63713000000;76,63713000000;76,63713000000;81,63713000000;819,00000000000;0;0,0000;Proteger;0;0;1;27,00000000000;60,02303697760;0,01666026996;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;1,000000;18,000000;19,000000;18,227168;3117;303;236;730;985;5369;9,3;8;2;3;6;9;28;0;2709,322;1885,434167;2127,754118;4;4;4;4;0;8;12;0,082936692;0,082936692;0,082936692;0,082936692;0;0,165873384;0,248810076
821;104264,0;100330,8;20052105,000;272,340;640,000;2,335;636,048;124,229;398,524;113,296;60,615;2,348;113,303;264,617;0,000;0,000;0,431;1,006;870;5;0;0;0;0;1;0;0;0;0;NORTE;1;0;0,02335490;130,11477189600;200,000;0,00768552245;2;0;1;0;0;70,13870315170;154,26023078700;482,11646389200;144,87317557400;1,00000000000;0;820,00000000000;71,19331000000;76,19331000000;76,19331000000;81,19331000000;794,00000000000;84;0,0119;Proteger;0;0;1;38,00000000000;150,46573537700;0,00664603139;Calle pasante;1;0;Avenida;Sencillo;1;2,000000;Alta;1,000000;0,000000;0,000000;0,000000;5,000000;5,000000;4,956875;27179;6383;2142;1009;2152;38861;46,9;34;41;18;7;4;104;1600;2232,03;2250;2056,584286;10;15;18;15;6;22;43;0,015722075;0,023583112;0,028299734;0,023583112;0,009433245;0,034588564;0,06760492
822;102992,9;100376,1;20062108,000;195,680;1223,000;1,018;199,128;39,239;135,954;23,934;16,109;6,247;74,434;75,745;0,164;0,167;4,161;4,234;871;6;0;0;0;0;0;1;0;0;0;NORTE;1;0;0,01017618;338,29209063000;400,000;0,00295602536;3;0;0;1;0;41,88293026200;374,33437589700;781,87365335400;338,29209063000;3,00000000000;0;821,00000000000;71,60723700000;76,60723700000;76,60723700000;81,60723700000;762,00000000000;184;0,0054;Proteger;0;0;1;49,00000000000;393,10806049200;0,00254382980;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;50,000000;50,000000;30,915724;13512;616;106;2227;783;17243;18,9;24;4;1;15;2;46;0;0;3213,750128;3213,750128;2;26;9;9;1;27;37;0,010043812;0,130569554;0,045197153;0,045197153;0,005021906;0,13559146;0,185810519
823;108390,5;100352,5;20012511,000;50,271;557,000;2,033;102,211;17,800;70,281;14,130;12,664;11,077;22,750;46,256;0,180;0,365;2,437;4,954;872;1;1;0;0;0;0;0;0;0;0;SUR;0;1;0,02033204;373,28296564000;400,000;0,00267893285;1;1;0;0;0;70,51008022160;874,90528309500;78,93620961830;381,67651507300;1,00000000000;0;822,00000000000;76,51133100000;81,51133100000;81,51133100000;86,51133100000;951,00000000000;282;0,0035;Aislar;0;1;0;5,00000000000;382,77277583300;0,00261251600;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;1,000000;19,000000;20,000000;15,267176;35585;2986;4470;1089;977;45107;26,6;32;10;13;5;3;63;0;2699,51;1977,2772;2117,064194;19;58;14;23;2;66;91;0,185890513;0,56745525;0,136971957;0,225025358;0,019567422;0,645724939;0,890317719
824;101375,8;100347,2;20061407,000;396,324;539,000;1,361;539,510;99,094;362,343;78,074;36,039;1,361;174,092;236,990;0,000;0,000;1,462;1,991;873;8;0;0;0;0;0;0;0;1;0;NORTE;1;0;0,01361288;923,51435638600;1000,000;0,00108282020;3;0;0;1;0;52,02830908850;291,38196500500;746,59224393000;1235,10935601000;0,00000000000;0;823,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;1316,00000000000;777;0,0013;Proteger;0;0;1;64,00000000000;943,74819380500;0,00105960468;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;11,000000;34,000000;45,000000;16,816772;26115;385;0;2955;381;29834;26,5;34;5;0;22;3;64;0;0;2549,958462;2549,958462;9;37;6;4;0;48;52;0,016681789;0,068580689;0,011121193;0,007414129;0;0,088969543;0,096383671
825;105091,8;100354,9;20032605,000;175,949;834,000;2,191;385,578;78,595;249,192;57,790;46,231;4,733;72,041;157,873;2,536;5,557;10,143;22,228;874;4;0;0;0;1;0;0;0;0;0;NORTE;1;0;0,02191413;60,52924521300;100,000;0,01652093953;2;0;1;0;0;174,20319994200;215,13342944900;0,00000000000;118,57994559300;1,00000000000;1;824,00000000000;71,51133100000;76,51133100000;76,51133100000;81,51133100000;824,00000000000;0;0,0000;Proteger;0;0;1;31,00000000000;89,03648944090;0,01123135027;Calle pasante;1;0;Calle;Sencillo;1;1,000000;Media;0,000000;1,000000;0,000000;0,000000;2,000000;2,000000;3,046923;0;0;0;0;0;0;0,6;0;0;0;0;2;2;1634,15;0;2243,256;2069,225714;12;16;5;6;1;26;33;0,031122127;0,041496169;0,012967553;0,015561063;0,002593511;0,067431275;0,085585849
826;106359,7;100358,7;20032209,000;261,560;939,000;1,416;370,321;85,974;242,542;41,804;56,400;3,593;103,824;146,996;3,623;5,130;16,145;22,858;875;3;0;0;1;0;0;0;0;0;0;SUR;0;1;0,01415817;186,05682198800;200,000;0,00537470214;2;0;1;0;0;169,59907438600;428,64879209600;186,02550322200;186,05682198800;0,00000000000;0;825,00000000000;66,19331000000;71,19331000000;71,19331000000;76,19331000000;878,00000000000;67;0,0149;Proteger;0;0;1;21,00000000000;208,61789978300;0,00479345253;Calle pasante;1;0;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;4,000000;18,000000;22,000000;19,274575;11753;1227;1974;639;3281;18871;22,5;29;5;8;6;5;53;0;2250;2064,148;2095,123333;9;2;14;6;0;19;25;0,024303251;0,005400722;0,037805056;0,016202167;0;0,051306862;0,067509029
827;101694,7;100339,6;20061405,000;289,607;1031,000;1,095;317,219;48,613;215,376;53,229;19,985;3,557;114,415;125,324;0,561;0,614;0,847;0,927;876;8;0;0;0;0;0;0;0;1;0;NORTE;1;0;0,01095344;732,81162873900;800,000;0,00136460717;3;0;0;1;0;92,05054972300;459,93471681000;595,49228313500;1085,06398526000;1,00000000000;0;826,00000000000;66,51133100000;71,51133100000;71,51133100000;76,51133100000;1316,00000000000;585;0,0017;Proteger;0;0;1;61,00000000000;742,64473823900;0,00134653886;Calle cortada;0;1;Calle;Sencillo;0;0,000000;Baja;0,000000;0,000000;1,000000;0,000000;8,000000;8,000000;34,797738;18697;0;0;3291;293;22276;21,7;31;0;0;25;2;58;1921,05;0;2447,899333;2280,265455;9;5;14;5;1;22;28;0,028371573;0,015761985;0,044133559;0,015761985;0,003152397;0,069352735;0,088267117
